Entity,Code,Year,Consumption of Ozone-Depleting Substances - All
Mashriq,,2013,265.39
Mauritania,MRT,1989,17.3
Mauritania,MRT,1991,0
Mauritania,MRT,1994,17.3
Mauritania,MRT,1995,23.2
Mauritania,MRT,1996,7.8
Mauritania,MRT,1997,16
Mauritania,MRT,1998,14.7
Mauritania,MRT,1999,13.4
Mauritania,MRT,2000,15.6
Mauritania,MRT,2001,16.6
Mauritania,MRT,2002,16.5
Mauritania,MRT,2003,14.3
Mauritania,MRT,2004,8.4
Mauritania,MRT,2005,7.3
Mauritania,MRT,2006,4.2
Mauritania,MRT,2007,2.7
Mauritania,MRT,2008,6.5
Mauritania,MRT,2009,20.4
Mauritania,MRT,2010,20.5
Mauritania,MRT,2011,17.6
Mauritania,MRT,2012,20.35
Mauritania,MRT,2013,20.35
Mauritius,MUS,1989,75.9
Mauritius,MUS,1991,0
Mauritius,MUS,1992,71.2
Mauritius,MUS,1993,70.1
Mauritius,MUS,1994,43.8
Mauritius,MUS,1995,27.7
Mauritius,MUS,1996,37.7
Mauritius,MUS,1997,30.3
Mauritius,MUS,1998,45.8
Mauritius,MUS,1999,24.2
Mauritius,MUS,2000,27.6
Mauritius,MUS,2001,20.4
Mauritius,MUS,2002,14.4
Mauritius,MUS,2003,16.3
Mauritius,MUS,2004,15.7
Mauritius,MUS,2005,9.1
Mauritius,MUS,2006,8.6
Mauritius,MUS,2007,8.6
Mauritius,MUS,2008,6.9
Mauritius,MUS,2009,10.7
Mauritius,MUS,2010,5.3
Mauritius,MUS,2011,8.82
Mauritius,MUS,2012,7.14
Mauritius,MUS,2013,5.44
Mauritius,MUS,2014,7.93
Meso America,,1989,30175
Meso America,,1990,22201.9
Meso America,,1991,18228.2
Meso America,,1992,13397.2
Meso America,,1993,14341.6
Meso America,,1994,15936
Meso America,,1995,8924.9
Meso America,,1996,9018.5
Meso America,,1997,8724.4
Meso America,,1998,7727.2
Meso America,,1999,7323
Meso America,,2000,8436.4
Meso America,,2001,7283.6
Meso America,,2002,6287.7
Meso America,,2003,5881.2
Meso America,,2004,7400.4
Meso America,,2005,5517.2
Meso America,,2006,2864.5
Meso America,,2007,2912.3
Meso America,,2008,2701.2
Meso America,,2009,2432.3
Meso America,,2010,2244.3
Meso America,,2011,2062.6
Meso America,,2012,1820.81
Meso America,,2013,1423.19
Meso America,,2014,985.22
Mexico,MEX,1989,28664.1
Mexico,MEX,1990,21484.9
Mexico,MEX,1991,16389.2
Mexico,MEX,1992,11600.6
Mexico,MEX,1993,12792.9
Mexico,MEX,1994,14353.3
Mexico,MEX,1995,6745.3
Mexico,MEX,1996,6168.1
Mexico,MEX,1997,6108.9
Mexico,MEX,1998,5641.3
Mexico,MEX,1999,4819.7
Mexico,MEX,2000,6055.7
Mexico,MEX,2001,4666.8
Mexico,MEX,2002,3954.7
Mexico,MEX,2003,3783.3
Mexico,MEX,2004,5619.3
Mexico,MEX,2005,3816.7
Mexico,MEX,2006,1617.9
Mexico,MEX,2007,1917.9
Mexico,MEX,2008,1992.3
Mexico,MEX,2009,1769.6
Mexico,MEX,2010,1598.9
Mexico,MEX,2011,1563.6
Mexico,MEX,2012,1428.58
Mexico,MEX,2013,1106.23
Mexico,MEX,2014,720.28
Micronesia (country),FSM,1989,0.3
Micronesia (country),FSM,1991,0
Micronesia (country),FSM,1995,1.3
Micronesia (country),FSM,1996,1.2
Micronesia (country),FSM,1997,1.2
Micronesia (country),FSM,1998,1.2
Micronesia (country),FSM,1999,1.2
Micronesia (country),FSM,2000,1
Micronesia (country),FSM,2001,1.4
Micronesia (country),FSM,2002,2.2
Micronesia (country),FSM,2003,2
Micronesia (country),FSM,2004,1.9
Micronesia (country),FSM,2005,0.5
Micronesia (country),FSM,2006,0.1
Micronesia (country),FSM,2007,0.5
Micronesia (country),FSM,2008,0.2
Micronesia (country),FSM,2009,0.1
Micronesia (country),FSM,2010,0.2
Micronesia (country),FSM,2011,0.06
Micronesia (country),FSM,2012,0.06
Micronesia (country),FSM,2013,0.03
Micronesia (country),FSM,2014,0.09
Moldova,MDA,1989,0.8
Moldova,MDA,1991,16.6
Moldova,MDA,1995,86.1
Moldova,MDA,1996,73.7
Moldova,MDA,1997,88.3
Moldova,MDA,1998,41.6
Moldova,MDA,1999,11.1
Moldova,MDA,2000,31.7
Moldova,MDA,2001,23.5
Moldova,MDA,2002,29.6
Moldova,MDA,2003,18.9
Moldova,MDA,2004,21.5
Moldova,MDA,2005,15.3
Moldova,MDA,2006,12.7
Moldova,MDA,2007,11.3
Moldova,MDA,2008,2.8
Moldova,MDA,2009,1.2
Moldova,MDA,2010,0.7
Moldova,MDA,2011,1.31
Moldova,MDA,2012,1.88
Moldova,MDA,2013,0.99
Moldova,MDA,2014,0.76
Monaco,MCO,1989,8.4
Monaco,MCO,1991,0
Monaco,MCO,1992,8.4
Monaco,MCO,1993,10.3
Monaco,MCO,1994,6.7
Monaco,MCO,1995,0.9
Monaco,MCO,1996,0
Monaco,MCO,1997,0
Monaco,MCO,1998,0
Monaco,MCO,1999,0
Monaco,MCO,2000,0.1
Monaco,MCO,2001,0.1
Monaco,MCO,2002,0.1
Monaco,MCO,2003,1.5
Monaco,MCO,2004,0.2
Monaco,MCO,2005,0.1
Monaco,MCO,2006,0.1
Monaco,MCO,2007,0.1
Monaco,MCO,2008,0.1
Monaco,MCO,2009,0.1
Monaco,MCO,2010,0
Monaco,MCO,2011,0.01
Monaco,MCO,2012,0.01
Monaco,MCO,2013,0.01
Mongolia,MNG,1989,7.5
Mongolia,MNG,1991,0
Mongolia,MNG,1995,7.5
Mongolia,MNG,1996,12.6
Mongolia,MNG,1997,12.7
Mongolia,MNG,1998,13.4
Mongolia,MNG,1999,12.7
Mongolia,MNG,2000,11.4
Mongolia,MNG,2001,9.9
Mongolia,MNG,2002,7.3
Mongolia,MNG,2003,6.2
Mongolia,MNG,2004,4.5
Mongolia,MNG,2005,4.3
Mongolia,MNG,2006,3.3
Mongolia,MNG,2007,2.6
Mongolia,MNG,2008,2.6
Mongolia,MNG,2009,1.9
Mongolia,MNG,2010,1.5
Mongolia,MNG,2011,1.16
Mongolia,MNG,2012,2.87
Mongolia,MNG,2013,0.94
Mongolia,MNG,2014,0.38
Montenegro,MNE,1989,0
Montenegro,MNE,1991,0
Montenegro,MNE,1995,107.2
Montenegro,MNE,1996,107.2
Montenegro,MNE,1997,107.2
Montenegro,MNE,1998,1.1
Montenegro,MNE,1999,1.1
Montenegro,MNE,2000,1.1
Montenegro,MNE,2006,15.4
Montenegro,MNE,2007,4.2
Montenegro,MNE,2008,0.5
Montenegro,MNE,2009,0.9
Montenegro,MNE,2010,0.6
Montenegro,MNE,2011,0.72
Montenegro,MNE,2012,0.94
Montenegro,MNE,2013,0.75
Montenegro,MNE,2014,0.72
Morocco,MAR,1989,567.3
Morocco,MAR,1990,625.4
Morocco,MAR,1991,855.8
Morocco,MAR,1992,1335.8
Morocco,MAR,1993,858.3
Morocco,MAR,1994,1288.4
Morocco,MAR,1995,1506.6
Morocco,MAR,1996,1465
Morocco,MAR,1997,1304.9
Morocco,MAR,1998,1902.9
Morocco,MAR,1999,1301.5
Morocco,MAR,2000,1456.5
Morocco,MAR,2001,2078
Morocco,MAR,2002,1061.6
Morocco,MAR,2003,1177.5
Morocco,MAR,2004,1060.9
Morocco,MAR,2005,595.4
Morocco,MAR,2006,473.7
Morocco,MAR,2007,321.1
Morocco,MAR,2008,212.7
Morocco,MAR,2009,176.4
Morocco,MAR,2010,132.3
Morocco,MAR,2011,129.7
Morocco,MAR,2012,90.84
Morocco,MAR,2013,49.41
Morocco,MAR,2014,49.1
Mozambique,MOZ,1989,20.2
Mozambique,MOZ,1991,4.3
Mozambique,MOZ,1994,30.1
Mozambique,MOZ,1995,27.9
Mozambique,MOZ,1996,42.4
Mozambique,MOZ,1997,20.2
Mozambique,MOZ,1998,3.3
Mozambique,MOZ,1999,15.7
Mozambique,MOZ,2000,18.8
Mozambique,MOZ,2001,17.3
Mozambique,MOZ,2002,14.4
Mozambique,MOZ,2003,3.1
Mozambique,MOZ,2004,3
Mozambique,MOZ,2005,7.3
Mozambique,MOZ,2006,9
Mozambique,MOZ,2007,9.2
Mozambique,MOZ,2008,10
Mozambique,MOZ,2009,9.88
Mozambique,MOZ,2010,9.6
Mozambique,MOZ,2011,8.4
Mozambique,MOZ,2012,8.17
Mozambique,MOZ,2013,8.25
Myanmar,MMR,1989,0.7
Myanmar,MMR,1991,0
Myanmar,MMR,1992,16.6
Myanmar,MMR,1994,3.4
Myanmar,MMR,1995,51.2
Myanmar,MMR,1996,75.7
Myanmar,MMR,1997,57.4
Myanmar,MMR,1998,55.3
Myanmar,MMR,1999,31.6
Myanmar,MMR,2000,26.6
Myanmar,MMR,2001,39.4
Myanmar,MMR,2002,45.7
Myanmar,MMR,2003,53.7
Myanmar,MMR,2004,33
Myanmar,MMR,2005,15
Myanmar,MMR,2006,1.3
Myanmar,MMR,2007,2.4
Myanmar,MMR,2008,2
Myanmar,MMR,2009,4.1
Myanmar,MMR,2010,4.5
Myanmar,MMR,2011,5.75
Myanmar,MMR,2012,9.66
Myanmar,MMR,2013,3.02
Namibia,NAM,1989,21
Namibia,NAM,1991,0
Namibia,NAM,1993,43.7
Namibia,NAM,1994,50
Namibia,NAM,1995,42.4
Namibia,NAM,1996,33.9
Namibia,NAM,1997,34.5
Namibia,NAM,1998,31.3
Namibia,NAM,1999,32.7
Namibia,NAM,2000,23.9
Namibia,NAM,2001,24.6
Namibia,NAM,2002,20
Namibia,NAM,2003,17.2
Namibia,NAM,2004,7.7
Namibia,NAM,2005,0
Namibia,NAM,2006,0
Namibia,NAM,2007,11.8
Namibia,NAM,2008,5.8
Namibia,NAM,2009,6
Namibia,NAM,2010,10.7
Namibia,NAM,2011,9.95
Namibia,NAM,2012,4.76
Namibia,NAM,2013,7.02
Namibia,NAM,2014,3.64
Nauru,NRU,1989,0
Nauru,NRU,1991,0
Nauru,NRU,1995,0.6
Nauru,NRU,1996,0.5
Nauru,NRU,1997,0.5
Nauru,NRU,1998,0.5
Nauru,NRU,1999,0.4
Nauru,NRU,2000,0.4
Nauru,NRU,2001,0.4
Nauru,NRU,2002,0
Nauru,NRU,2003,0
Nauru,NRU,2004,0
Nauru,NRU,2005,0
Nauru,NRU,2006,0
Nauru,NRU,2007,0
Nauru,NRU,2008,0
Nauru,NRU,2009,0
Nauru,NRU,2010,0
Nauru,NRU,2011,0.01
Nauru,NRU,2012,0.01
Nauru,NRU,2013,0
Nepal,NPL,1989,27.2
Nepal,NPL,1991,25
Nepal,NPL,1992,25
Nepal,NPL,1993,25
Nepal,NPL,1994,25
Nepal,NPL,1995,30.1
Nepal,NPL,1996,32.3
Nepal,NPL,1997,31.2
Nepal,NPL,1998,35.1
Nepal,NPL,1999,27.2
Nepal,NPL,2000,99.2
Nepal,NPL,2001,2.6
Nepal,NPL,2002,2.6
Nepal,NPL,2003,0.9
Nepal,NPL,2004,0.9
Nepal,NPL,2005,0.1
Nepal,NPL,2006,1.2
Nepal,NPL,2007,1.2
Nepal,NPL,2008,1.4
Nepal,NPL,2009,1.2
Nepal,NPL,2010,1.2
Nepal,NPL,2011,1.2
Nepal,NPL,2012,0.74
Nepal,NPL,2013,0.66
New Zealand,NZL,1989,2244.9
New Zealand,NZL,1990,1195.4
New Zealand,NZL,1991,836.6
New Zealand,NZL,1992,721.8
New Zealand,NZL,1993,859.1
New Zealand,NZL,1994,459.6
New Zealand,NZL,1995,322.9
New Zealand,NZL,1996,98.7
New Zealand,NZL,1997,79.9
New Zealand,NZL,1998,49.5
New Zealand,NZL,1999,68.1
New Zealand,NZL,2000,19.2
New Zealand,NZL,2001,32.4
New Zealand,NZL,2002,42.8
New Zealand,NZL,2003,35.3
New Zealand,NZL,2004,32.6
New Zealand,NZL,2005,48.6
New Zealand,NZL,2006,40.2
New Zealand,NZL,2007,33.3
New Zealand,NZL,2008,17.8
New Zealand,NZL,2009,17.5
New Zealand,NZL,2010,11.6
New Zealand,NZL,2011,11.5
New Zealand,NZL,2012,5.47
New Zealand,NZL,2013,8.2
Nicaragua,NIC,1989,86.5
Nicaragua,NIC,1990,86.5
Nicaragua,NIC,1991,90
Nicaragua,NIC,1992,94.5
Nicaragua,NIC,1993,100
Nicaragua,NIC,1994,105.6
Nicaragua,NIC,1995,111.1
Nicaragua,NIC,1996,86.5
Nicaragua,NIC,1997,58.7
Nicaragua,NIC,1998,41
Nicaragua,NIC,1999,58.1
Nicaragua,NIC,2000,44.4
Nicaragua,NIC,2001,37.2
Nicaragua,NIC,2002,64.9
Nicaragua,NIC,2003,32.2
Nicaragua,NIC,2004,50.6
Nicaragua,NIC,2005,39.4
Nicaragua,NIC,2006,28.5
Nicaragua,NIC,2007,6.5
Nicaragua,NIC,2008,3.9
Nicaragua,NIC,2009,8.6
Nicaragua,NIC,2010,7.5
Nicaragua,NIC,2011,5.41
Nicaragua,NIC,2012,11.87
Nicaragua,NIC,2013,3.56
Nicaragua,NIC,2014,5.4
Niger,NER,1989,15.3
Niger,NER,1990,16
Niger,NER,1991,16.8
Niger,NER,1992,18.2
Niger,NER,1993,18.1
Niger,NER,1994,17.5
Niger,NER,1995,18.6
Niger,NER,1996,18.1
Niger,NER,1997,61.1
Niger,NER,1998,62.3
Niger,NER,1999,59.8
Niger,NER,2000,40.9
Niger,NER,2001,44.7
Niger,NER,2002,42.4
Niger,NER,2003,39.7
Niger,NER,2004,38.5
Niger,NER,2005,29.5
Niger,NER,2006,30
Niger,NER,2007,20.4
Niger,NER,2008,18.9
Niger,NER,2009,17.65
Niger,NER,2010,16
Niger,NER,2011,15.92
Niger,NER,2012,15.33
Niger,NER,2013,14.61
Niger,NER,2014,14.32
Nigeria,NGA,1989,590.6
Nigeria,NGA,1990,934
Nigeria,NGA,1991,1046.6
Nigeria,NGA,1992,1095.4
Nigeria,NGA,1993,2152.9
Nigeria,NGA,1994,1946.7
Nigeria,NGA,1995,1714.4
Nigeria,NGA,1996,5111.1
Nigeria,NGA,1997,5503
Nigeria,NGA,1998,5476.1
Nigeria,NGA,1999,4970.5
Nigeria,NGA,2000,4810.9
Nigeria,NGA,2001,4310.3
Nigeria,NGA,2002,3933.3
Nigeria,NGA,2003,3119.8
Nigeria,NGA,2004,2533.6
Nigeria,NGA,2005,497.6
Nigeria,NGA,2006,489.8
Nigeria,NGA,2007,113.5
Nigeria,NGA,2008,312.7
Nigeria,NGA,2009,336.5
Nigeria,NGA,2010,368.4
Nigeria,NGA,2011,402.32
Nigeria,NGA,2012,453.4
Nigeria,NGA,2013,334.46
Niue,NIU,1989,0
Niue,NIU,1991,0
Niue,NIU,1995,0.1
Niue,NIU,1996,0.1
Niue,NIU,1997,0
Niue,NIU,1998,0
Niue,NIU,1999,0
Niue,NIU,2000,0
Niue,NIU,2003,0
Niue,NIU,2004,0
Niue,NIU,2005,0
Niue,NIU,2006,0
Niue,NIU,2007,0
Niue,NIU,2008,0
Niue,NIU,2009,0
Niue,NIU,2010,0
Niue,NIU,2011,0
Niue,NIU,2012,0
Niue,NIU,2013,0
North America,,1989,436550
North America,,1990,242780.1
North America,,1991,232317.6
North America,,1992,212336.4
North America,,1993,197014.5
North America,,1994,106836.3
North America,,1995,53229.4
North America,,1996,15838.8
North America,,1997,-1968.1
North America,,1998,-1981.1
North America,,1999,13908.3
North America,,2000,4925
North America,,2001,23047
North America,,2002,17129.8
North America,,2003,13251.3
North America,,2004,14410.4
North America,,2005,11495.3
North America,,2006,11426.4
North America,,2007,9080
North America,,2008,6746.7
North America,,2009,4559.6
North America,,2010,2397.7
North America,,2011,1687.71
North America,,2012,-5.97
North America,,2013,780.29
North East Asia,,1989,398491.8
North East Asia,,1990,179748.2
North East Asia,,1991,240485.1
North East Asia,,1992,244013.1
North East Asia,,1993,212573.7
North East Asia,,1994,141982.7
North East Asia,,1995,162856.3
North East Asia,,1996,103617.5
North East Asia,,1997,114649
North East Asia,,1998,184175.3
North East Asia,,1999,120272.6
North East Asia,,2000,111724.5
North East Asia,,2001,84855.5
North East Asia,,2002,64317.7
North East Asia,,2003,72126.7
North East Asia,,2004,47108.2
North East Asia,,2005,37832.9
North East Asia,,2006,37551.9
North East Asia,,2007,30913.9
North East Asia,,2008,22582.5
North East Asia,,2009,25433.9
North East Asia,,2010,23823.1
North East Asia,,2011,23772.8
North East Asia,,2012,23782.39
North East Asia,,2013,17714.79
North Korea,PRK,1989,1695
North Korea,PRK,1991,192
North Korea,PRK,1995,1329
North Korea,PRK,1996,1509
North Korea,PRK,1997,1552
North Korea,PRK,1998,1545.5
North Korea,PRK,1999,1501
North Korea,PRK,2000,1127.1
North Korea,PRK,2001,2405.7
North Korea,PRK,2002,2326.3
North Korea,PRK,2003,2172.6
North Korea,PRK,2004,2206.2
North Korea,PRK,2005,283.2
North Korea,PRK,2006,24.5
North Korea,PRK,2007,138.2
North Korea,PRK,2008,91.2
North Korea,PRK,2009,89
North Korea,PRK,2010,94.1
North Korea,PRK,2011,90.04
North Korea,PRK,2012,88.96
North Korea,PRK,2013,90.56
North Korea,PRK,2014,79.37
North Macedonia,MKD,1989,1174
North Macedonia,MKD,1991,12
North Macedonia,MKD,1994,246
North Macedonia,MKD,1995,601.5
North Macedonia,MKD,1996,558.4
North Macedonia,MKD,1997,537.1
North Macedonia,MKD,1998,79.4
North Macedonia,MKD,1999,220.4
North Macedonia,MKD,2000,77.9
North Macedonia,MKD,2001,77
North Macedonia,MKD,2002,43.2
North Macedonia,MKD,2003,55.3
North Macedonia,MKD,2004,13.6
North Macedonia,MKD,2005,13.7
North Macedonia,MKD,2006,9.1
North Macedonia,MKD,2007,1.2
North Macedonia,MKD,2008,2
North Macedonia,MKD,2009,2.29
North Macedonia,MKD,2010,1.3
North Macedonia,MKD,2011,0.9
North Macedonia,MKD,2012,0.74
North Macedonia,MKD,2013,0.72
North Macedonia,MKD,2014,0.57
Northern Africa,,1989,10178.8
Northern Africa,,1991,7770.9
Northern Africa,,1993,12444.3
Northern Africa,,1994,8830
Northern Africa,,1995,9884.8
Northern Africa,,1996,10009.6
Northern Africa,,1997,8892.8
Northern Africa,,1998,9922.1
Northern Africa,,1999,8299.5
Northern Africa,,2000,8425.1
Northern Africa,,2001,8531.4
Northern Africa,,2002,7378.2
Northern Africa,,2003,6976.1
Northern Africa,,2004,5726.2
Northern Africa,,2005,4499.1
Northern Africa,,2006,2779
Northern Africa,,2007,1804.7
Northern Africa,,2008,1474.9
Northern Africa,,2009,1408.65
Northern Africa,,2010,1142.64
Northern Africa,,2011,916.19
Northern Africa,,2012,1022.88
Northern Africa,,2013,688.23
Norway,NOR,1989,1921.9
Norway,NOR,1990,2195.4
Norway,NOR,1991,1454.5
Norway,NOR,1992,845.6
Norway,NOR,1993,554.5
Norway,NOR,1994,267
Norway,NOR,1995,92.7
Norway,NOR,1996,71.4
Norway,NOR,1997,68.4
Norway,NOR,1998,51.4
Norway,NOR,1999,1.5
Norway,NOR,2000,18.3
Norway,NOR,2001,0.4
Norway,NOR,2002,-41.8
Norway,NOR,2003,-55.8
Norway,NOR,2004,-84.3
Norway,NOR,2005,-7.1
Norway,NOR,2006,-207.5
Norway,NOR,2007,-46.7
Norway,NOR,2008,15.6
Norway,NOR,2009,-5.1
Norway,NOR,2010,1.7
Norway,NOR,2011,-0.16
Norway,NOR,2012,0
Norway,NOR,2013,0
Oman,OMN,1989,714.7
Oman,OMN,1991,0
Oman,OMN,1992,451.9
Oman,OMN,1993,427.7
Oman,OMN,1994,413.8
Oman,OMN,1995,262.3
Oman,OMN,1996,296.3
Oman,OMN,1997,278.9
Oman,OMN,1998,290.9
Oman,OMN,1999,288.1
Oman,OMN,2000,315
Oman,OMN,2001,229.5
Oman,OMN,2002,201.5
Oman,OMN,2003,152.2
Oman,OMN,2004,118.7
Oman,OMN,2005,74.1
Oman,OMN,2006,58
Oman,OMN,2007,29.6
Oman,OMN,2008,33.2
Oman,OMN,2009,32.1
Oman,OMN,2010,32.2
Oman,OMN,2011,34.82
Oman,OMN,2012,54.95
Oman,OMN,2013,28.87
Oman,OMN,2014,20.37
Pakistan,PAK,1989,1041.6
Pakistan,PAK,1990,1455.8
Pakistan,PAK,1991,1795
Pakistan,PAK,1992,1786
Pakistan,PAK,1993,2284.4
Pakistan,PAK,1994,2447.7
Pakistan,PAK,1995,2770.9
Pakistan,PAK,1996,2254.3
Pakistan,PAK,1997,2088.1
Pakistan,PAK,1998,1349.6
Pakistan,PAK,1999,2038.1
Pakistan,PAK,2000,2599.4
Pakistan,PAK,2001,2412.7
Pakistan,PAK,2002,2347.2
Pakistan,PAK,2003,1786.3
Pakistan,PAK,2004,1578.6
Pakistan,PAK,2005,606.8
Pakistan,PAK,2006,733.3
Pakistan,PAK,2007,354
Pakistan,PAK,2008,356.9
Pakistan,PAK,2009,245.3
Pakistan,PAK,2010,255
Pakistan,PAK,2011,276.05
Pakistan,PAK,2012,326.23
Pakistan,PAK,2013,247.02
Pakistan,PAK,2014,239.79
Palau,PLW,1989,0
Palau,PLW,1991,0
Palau,PLW,1995,1.7
Palau,PLW,1996,1.1
Palau,PLW,1997,2.1
Palau,PLW,1998,80.4
Palau,PLW,1999,114.1
Palau,PLW,2000,70.7
Palau,PLW,2001,70.7
Palau,PLW,2002,0.2
Palau,PLW,2003,1.1
Palau,PLW,2004,1
Palau,PLW,2005,0.2
Palau,PLW,2006,0.1
Palau,PLW,2007,0.1
Palau,PLW,2008,0.1
Palau,PLW,2009,0.1
Palau,PLW,2010,0.2
Palau,PLW,2011,0.17
Palau,PLW,2012,0.17
Palau,PLW,2013,0.12
Panama,PAN,1989,244.4
Panama,PAN,1990,269.6
Panama,PAN,1991,403.9
Panama,PAN,1992,188.3
Panama,PAN,1993,375.4
Panama,PAN,1994,268.6
Panama,PAN,1995,440.1
Panama,PAN,1996,355.2
Panama,PAN,1997,370.6
Panama,PAN,1998,361.3
Panama,PAN,1999,313.6
Panama,PAN,2000,261
Panama,PAN,2001,192.7
Panama,PAN,2002,204.7
Panama,PAN,2003,184.7
Panama,PAN,2004,152.5
Panama,PAN,2005,113.3
Panama,PAN,2006,64.8
Panama,PAN,2007,43.5
Panama,PAN,2008,40.2
Panama,PAN,2009,25
Panama,PAN,2010,24.6
Panama,PAN,2011,23.89
Panama,PAN,2012,32.77
Panama,PAN,2013,21.37
Panama,PAN,2014,19.22
Papua New Guinea,PNG,1989,1.3
Papua New Guinea,PNG,1991,28.5
Papua New Guinea,PNG,1992,39.4
Papua New Guinea,PNG,1993,39.7
Papua New Guinea,PNG,1994,56.2
Papua New Guinea,PNG,1995,12.8
Papua New Guinea,PNG,1996,65
Papua New Guinea,PNG,1997,39
Papua New Guinea,PNG,1998,50
Papua New Guinea,PNG,1999,38.3
Papua New Guinea,PNG,2000,52
Papua New Guinea,PNG,2001,19.3
Papua New Guinea,PNG,2002,39.7
Papua New Guinea,PNG,2003,26.3
Papua New Guinea,PNG,2004,21
Papua New Guinea,PNG,2005,18.8
Papua New Guinea,PNG,2006,7.1
Papua New Guinea,PNG,2007,9.5
Papua New Guinea,PNG,2008,1.5
Papua New Guinea,PNG,2009,3.2
Papua New Guinea,PNG,2010,3.3
Papua New Guinea,PNG,2011,1.69
Papua New Guinea,PNG,2012,3.06
Papua New Guinea,PNG,2013,3.02
Paraguay,PRY,1989,170.9
Paraguay,PRY,1991,0
Paraguay,PRY,1992,240
Paraguay,PRY,1993,190.5
Paraguay,PRY,1994,221
Paraguay,PRY,1995,212.8
Paraguay,PRY,1996,182
Paraguay,PRY,1997,245.9
Paraguay,PRY,1998,113.8
Paraguay,PRY,1999,369.8
Paraguay,PRY,2000,175.5
Paraguay,PRY,2001,138.5
Paraguay,PRY,2002,105.5
Paraguay,PRY,2003,101.1
Paraguay,PRY,2004,145.1
Paraguay,PRY,2005,266.9
Paraguay,PRY,2006,111.7
Paraguay,PRY,2007,27.1
Paraguay,PRY,2008,39
Paraguay,PRY,2009,25.9
Paraguay,PRY,2010,20.9
Paraguay,PRY,2011,16.82
Paraguay,PRY,2012,29.33
Paraguay,PRY,2013,16.46
Paraguay,PRY,2014,17.83
Peru,PER,1989,647.9
Peru,PER,1990,892.9
Peru,PER,1991,708.8
Peru,PER,1992,296.9
Peru,PER,1993,297.6
Peru,PER,1994,298.8
Peru,PER,1995,429.2
Peru,PER,1996,250.3
Peru,PER,1997,271.9
Peru,PER,1998,332.7
Peru,PER,1999,300.2
Peru,PER,2000,385.6
Peru,PER,2001,189.8
Peru,PER,2002,203.6
Peru,PER,2003,191.1
Peru,PER,2004,160.6
Peru,PER,2005,149.4
Peru,PER,2006,99.5
Peru,PER,2007,43.4
Peru,PER,2008,28
Peru,PER,2009,27.3
Peru,PER,2010,26.45
Peru,PER,2011,32.5
Peru,PER,2012,26.98
Peru,PER,2013,25.81
Peru,PER,2014,22.01
Philippines,PHL,1989,3815.2
Philippines,PHL,1990,3477.2
Philippines,PHL,1991,2322.4
Philippines,PHL,1992,3862.1
Philippines,PHL,1993,3920.4
Philippines,PHL,1994,4263.9
Philippines,PHL,1995,3706.9
Philippines,PHL,1996,3374.3
Philippines,PHL,1997,2973.8
Philippines,PHL,1998,2311
Philippines,PHL,1999,2218.9
Philippines,PHL,2000,3064.3
Philippines,PHL,2001,2214.4
Philippines,PHL,2002,1795.1
Philippines,PHL,2003,1622.5
Philippines,PHL,2004,1570.6
Philippines,PHL,2005,1232.9
Philippines,PHL,2006,808.6
Philippines,PHL,2007,325.7
Philippines,PHL,2008,397.4
Philippines,PHL,2009,403.4
Philippines,PHL,2010,222
Philippines,PHL,2011,164.89
Philippines,PHL,2012,195.65
Philippines,PHL,2013,136.69
Philippines,PHL,2014,149.42
Poland,POL,1989,6033.5
Poland,POL,1990,5269
Poland,POL,1991,3510.4
Poland,POL,1992,2637
Poland,POL,1993,2973.6
Poland,POL,1994,4163.4
Poland,POL,1995,1756
Poland,POL,1996,712.6
Poland,POL,1997,442.9
Poland,POL,1998,443.3
Poland,POL,1999,330.6
Poland,POL,2000,286.8
Poland,POL,2001,326.1
Poland,POL,2002,351.2
Poland,POL,2003,261
Qatar,QAT,1989,92.2
Qatar,QAT,1991,0
Qatar,QAT,1995,103.1
Qatar,QAT,1996,112.5
Qatar,QAT,1997,140.5
Qatar,QAT,1998,175.3
Qatar,QAT,1999,135.4
Qatar,QAT,2000,126
Qatar,QAT,2001,120.9
Qatar,QAT,2002,105.4
Qatar,QAT,2003,115.9
Qatar,QAT,2004,76.4
Qatar,QAT,2005,52
Qatar,QAT,2006,46.4
Qatar,QAT,2007,36.5
Qatar,QAT,2008,43.8
Qatar,QAT,2009,79.7
Qatar,QAT,2010,94.1
Qatar,QAT,2011,96.61
Qatar,QAT,2012,93.57
Qatar,QAT,2013,80.7
Romania,ROU,1989,2320.2
Romania,ROU,1991,0
Romania,ROU,1993,2457.1
Romania,ROU,1994,4884.5
Romania,ROU,1995,-824
Romania,ROU,1996,1422.2
Romania,ROU,1997,618.9
Romania,ROU,1998,2669.8
Romania,ROU,1999,-290.4
Romania,ROU,2000,259.3
Romania,ROU,2001,231
Romania,ROU,2002,418.6
Romania,ROU,2003,647.2
Romania,ROU,2004,320.9
Romania,ROU,2005,228.9
Romania,ROU,2006,42
Russia,RUS,1989,220156
Russia,RUS,1990,130278.5
Russia,RUS,1991,51464.5
Russia,RUS,1992,48911.6
Russia,RUS,1993,29777
Russia,RUS,1994,25860.1
Russia,RUS,1995,23616.3
Russia,RUS,1996,13981.2
Russia,RUS,1997,11977.2
Russia,RUS,1998,12490.2
Russia,RUS,1999,15337.9
Russia,RUS,2000,25717
Russia,RUS,2001,761.5
Russia,RUS,2002,892.3
Russia,RUS,2003,938.4
Russia,RUS,2004,1105.2
