,Entity,Year,Total GHG
2614,Lesotho,2012,5200000.0
2615,Lesotho,2013,5230000.0
2616,Lesotho,2014,5340000.0
2619,Liberia,1990,19620000.0
2620,Liberia,1991,19240000.0
2621,Liberia,1992,19090000.0
2622,Liberia,1993,18930000.0
2623,Liberia,1994,18770000.0
2624,Liberia,1995,18630000.0
2625,Liberia,1996,17800000.0
2626,Liberia,1997,17950000.0
2627,Liberia,1998,18140000.0
2628,Liberia,1999,18260000.0
2629,Liberia,2000,18410000.0
2630,Liberia,2001,18550000.0
2631,Liberia,2002,18620000.0
2632,Liberia,2003,19250000.0
2633,Liberia,2004,19230000.0
2634,Liberia,2005,19170000.0
2635,Liberia,2006,20120000.0
2636,Liberia,2007,19780000.0
2637,Liberia,2008,19810000.0
2638,Liberia,2009,24760000.0
2639,Liberia,2010,20420000.0
2640,Liberia,2011,7630000.0
2641,Liberia,2012,8560000.0
2642,Liberia,2013,8860000.0
2643,Liberia,2014,11030000.0
2646,Libya,1990,105270000.0
2647,Libya,1991,102740000.0
2648,Libya,1992,99760000.0
2649,Libya,1993,100470000.0
2650,Libya,1994,105660000.0
2651,Libya,1995,107610000.0
2652,Libya,1996,109840000.0
2653,Libya,1997,109550000.0
2654,Libya,1998,111070000.0
2655,Libya,1999,109470000.0
2656,Libya,2000,111360000.0
2657,Libya,2001,115410000.0
2658,Libya,2002,120130000.0
2659,Libya,2003,123410000.0
2660,Libya,2004,127310000.0
2661,Libya,2005,133500000.0
2662,Libya,2006,134570000.0
2663,Libya,2007,132360000.0
2664,Libya,2008,138240000.0
2665,Libya,2009,141430000.0
2666,Libya,2010,145730000.0
2667,Libya,2011,115140000.0
2668,Libya,2012,117760000.0
2669,Libya,2013,109050000.0
2670,Libya,2014,99390000.0
2673,Liechtenstein,1990,20000.0
2674,Liechtenstein,1991,20000.0
2675,Liechtenstein,1992,20000.0
2676,Liechtenstein,1993,10000.0
2677,Liechtenstein,1994,20000.0
2678,Liechtenstein,1995,20000.0
2679,Liechtenstein,1996,20000.0
2680,Liechtenstein,1997,20000.0
2681,Liechtenstein,1998,20000.0
2682,Liechtenstein,1999,20000.0
2683,Liechtenstein,2000,20000.0
2684,Liechtenstein,2001,30000.0
2685,Liechtenstein,2002,30000.0
2686,Liechtenstein,2003,30000.0
2687,Liechtenstein,2004,30000.0
2688,Liechtenstein,2005,30000.0
2689,Liechtenstein,2006,30000.0
2690,Liechtenstein,2007,100000.0
2691,Liechtenstein,2008,100000.0
2692,Liechtenstein,2009,90000.0
2693,Liechtenstein,2010,90000.0
2694,Liechtenstein,2011,80000.0
2695,Liechtenstein,2012,80000.0
2696,Liechtenstein,2013,90000.0
2697,Liechtenstein,2014,80000.0
2700,Lithuania,1990,45820000.0
2701,Lithuania,1991,47580000.0
2702,Lithuania,1992,32760000.0
2703,Lithuania,1993,26900000.0
2704,Lithuania,1994,24820000.0
2705,Lithuania,1995,23220000.0
2706,Lithuania,1996,24020000.0
2707,Lithuania,1997,23860000.0
2708,Lithuania,1998,24710000.0
2709,Lithuania,1999,22000000.0
2710,Lithuania,2000,20260000.0
2711,Lithuania,2001,21140000.0
2712,Lithuania,2002,20860000.0
2713,Lithuania,2003,21260000.0
2714,Lithuania,2004,22230000.0
2715,Lithuania,2005,22950000.0
2716,Lithuania,2006,21320000.0
2717,Lithuania,2007,22100000.0
2718,Lithuania,2008,21780000.0
2719,Lithuania,2009,18260000.0
2720,Lithuania,2010,19280000.0
2721,Lithuania,2011,18270000.0
2722,Lithuania,2012,18720000.0
2723,Lithuania,2013,17890000.0
2724,Lithuania,2014,17420000.0
2727,Luxembourg,1990,11980000.0
2728,Luxembourg,1991,12470000.0
2729,Luxembourg,1992,12180000.0
2730,Luxembourg,1993,12390000.0
2731,Luxembourg,1994,11540000.0
2732,Luxembourg,1995,9390000.0
2733,Luxembourg,1996,9490000.0
2734,Luxembourg,1997,8990000.0
2735,Luxembourg,1998,8289999.999999999
2736,Luxembourg,1999,8750000.0
2737,Luxembourg,2000,8700000.0
2738,Luxembourg,2001,9970000.0
2739,Luxembourg,2002,10770000.0
2740,Luxembourg,2003,11100000.0
2741,Luxembourg,2004,12560000.0
2742,Luxembourg,2005,12830000.0
2743,Luxembourg,2006,12620000.0
2744,Luxembourg,2007,12030000.0
2745,Luxembourg,2008,11920000.0
2746,Luxembourg,2009,11400000.0
2747,Luxembourg,2010,11910000.0
2748,Luxembourg,2011,11820000.0
2749,Luxembourg,2012,11570000.0
2750,Luxembourg,2013,11070000.0
2751,Luxembourg,2014,10570000.0
2754,Madagascar,1990,71760000.0
2755,Madagascar,1991,71880000.0
2756,Madagascar,1992,72170000.0
2757,Madagascar,1993,72620000.0
2758,Madagascar,1994,72610000.0
2759,Madagascar,1995,72820000.0
2760,Madagascar,1996,70930000.0
2761,Madagascar,1997,69720000.0
2762,Madagascar,1998,71840000.0
2763,Madagascar,1999,70990000.0
2764,Madagascar,2000,68340000.0
2765,Madagascar,2001,60190000.0
2766,Madagascar,2002,50710000.0
2767,Madagascar,2003,55050000.0
2768,Madagascar,2004,55360000.0
2769,Madagascar,2005,61050000.0
2770,Madagascar,2006,65720000.0
2771,Madagascar,2007,69660000.0
2772,Madagascar,2008,64340000.0
2773,Madagascar,2009,72070000.0
2774,Madagascar,2010,71760000.0
2775,Madagascar,2011,59600000.0
2776,Madagascar,2012,55630000.0
2777,Madagascar,2013,60220000.0
2778,Madagascar,2014,57280000.0
2781,Malawi,1990,18080000.0
2782,Malawi,1991,17360000.0
2783,Malawi,1992,16480000.0
2784,Malawi,1993,15740000.0
2785,Malawi,1994,14470000.0
2786,Malawi,1995,14910000.0
2787,Malawi,1996,15490000.0
2788,Malawi,1997,15550000.0
2789,Malawi,1998,15880000.0
2790,Malawi,1999,15700000.0
2791,Malawi,2000,16350000.000000002
2792,Malawi,2001,17870000.0
2793,Malawi,2002,17180000.0
2794,Malawi,2003,18100000.0
2795,Malawi,2004,17760000.0
2796,Malawi,2005,18750000.0
2797,Malawi,2006,17300000.0
2798,Malawi,2007,17660000.0
2799,Malawi,2008,18320000.0
2800,Malawi,2009,18030000.0
2801,Malawi,2010,19460000.0
2802,Malawi,2011,17140000.0
2803,Malawi,2012,18080000.0
2804,Malawi,2013,18770000.0
2805,Malawi,2014,19960000.0
2808,Malaysia,1990,210930000.0
2809,Malaysia,1991,218940000.0
2810,Malaysia,1992,226180000.0
2811,Malaysia,1993,229650000.0
2812,Malaysia,1994,236410000.0
2813,Malaysia,1995,244070000.0
2814,Malaysia,1996,252060000.0
2815,Malaysia,1997,262280000.0
2816,Malaysia,1998,292570000.0
2817,Malaysia,1999,269370000.0
2818,Malaysia,2000,279730000.0
2819,Malaysia,2001,306670000.0
2820,Malaysia,2002,325450000.0
2821,Malaysia,2003,334500000.0
2822,Malaysia,2004,360050000.0
2823,Malaysia,2005,374480000.0
2824,Malaysia,2006,202840000.0
2825,Malaysia,2007,229030000.0
2826,Malaysia,2008,240290000.0
2827,Malaysia,2009,243130000.0
2828,Malaysia,2010,252040000.0
2829,Malaysia,2011,128440000.0
2830,Malaysia,2012,128730000.0
2831,Malaysia,2013,147090000.0
2832,Malaysia,2014,179220000.0
2835,Maldives,1990,220000.0
2836,Maldives,1991,210000.0
2837,Maldives,1992,290000.0
2838,Maldives,1993,260000.0
2839,Maldives,1994,260000.0
2840,Maldives,1995,320000.0
2841,Maldives,1996,360000.0
2842,Maldives,1997,410000.0
2843,Maldives,1998,390000.0
2844,Maldives,1999,520000.0
2845,Maldives,2000,550000.0
2846,Maldives,2001,570000.0
2847,Maldives,2002,700000.0
2848,Maldives,2003,620000.0
2849,Maldives,2004,780000.0
2850,Maldives,2005,720000.0
2851,Maldives,2006,890000.0
2852,Maldives,2007,930000.0
2853,Maldives,2008,1000000.0
2854,Maldives,2009,1050000.0
2855,Maldives,2010,1120000.0
2856,Maldives,2011,1200000.0
2857,Maldives,2012,1350000.0
2858,Maldives,2013,1360000.0
2859,Maldives,2014,1630000.0
2862,Mali,1990,23220000.0
2863,Mali,1991,23180000.0
2864,Mali,1992,23230000.0
2865,Mali,1993,23450000.0
2866,Mali,1994,23710000.0
2867,Mali,1995,24060000.0
2868,Mali,1996,25740000.0
2869,Mali,1997,26720000.0
2870,Mali,1998,31170000.0
2871,Mali,1999,32440000.0
2872,Mali,2000,31070000.0
2873,Mali,2001,30370000.0
2874,Mali,2002,30900000.0
2875,Mali,2003,30580000.0
2876,Mali,2004,33880000.0
2877,Mali,2005,33440000.0
2878,Mali,2006,34110000.0
2879,Mali,2007,34140000.0
2880,Mali,2008,36170000.0
2881,Mali,2009,35020000.0
2882,Mali,2010,38010000.0
2883,Mali,2011,38170000.0
2884,Mali,2012,38810000.0
2885,Mali,2013,39910000.0
2886,Mali,2014,40660000.0
2889,Malta,1990,2510000.0
2890,Malta,1991,2420000.0
2891,Malta,1992,2440000.0
2892,Malta,1993,3040000.0
2893,Malta,1994,2750000.0
2894,Malta,1995,2640000.0
2895,Malta,1996,2550000.0
2896,Malta,1997,2760000.0
2897,Malta,1998,2660000.0
2898,Malta,1999,2670000.0
2899,Malta,2000,2380000.0
2900,Malta,2001,2790000.0
2901,Malta,2002,2600000.0
2902,Malta,2003,2910000.0
2903,Malta,2004,2920000.0
2904,Malta,2005,2950000.0
2905,Malta,2006,3000000.0
2906,Malta,2007,3120000.0
2907,Malta,2008,3060000.0
2908,Malta,2009,2880000.0
2909,Malta,2010,3010000.0
2910,Malta,2011,3010000.0
2911,Malta,2012,3150000.0
2912,Malta,2013,2860000.0
2913,Malta,2014,2890000.0
2916,Marshall Islands,1991,30000.0
2917,Marshall Islands,1992,80000.0
2918,Marshall Islands,1993,90000.0
2919,Marshall Islands,1994,90000.0
2920,Marshall Islands,1995,90000.0
2921,Marshall Islands,1996,100000.0
2922,Marshall Islands,1997,100000.0
2923,Marshall Islands,1998,100000.0
2924,Marshall Islands,1999,100000.0
2925,Marshall Islands,2000,110000.0
2926,Marshall Islands,2001,110000.0
2927,Marshall Islands,2002,120000.0
2928,Marshall Islands,2003,120000.0
2929,Marshall Islands,2004,120000.0
2930,Marshall Islands,2005,120000.0
2931,Marshall Islands,2006,130000.0
2932,Marshall Islands,2007,130000.0
2933,Marshall Islands,2008,140000.0
2934,Marshall Islands,2009,140000.0
2935,Marshall Islands,2010,140000.0
2936,Marshall Islands,2011,140000.0
2937,Marshall Islands,2012,140000.0
2938,Marshall Islands,2013,140000.0
2939,Marshall Islands,2014,140000.0
2942,Mauritania,1990,7890000.0
2943,Mauritania,1991,8130000.000000001
2944,Mauritania,1992,8010000.0
2945,Mauritania,1993,8220000.000000001
2946,Mauritania,1994,8140000.000000001
2947,Mauritania,1995,8250000.0
2948,Mauritania,1996,8730000.0
2949,Mauritania,1997,9020000.0
2950,Mauritania,1998,9360000.0
2951,Mauritania,1999,9830000.0
2952,Mauritania,2000,10250000.0
2953,Mauritania,2001,10560000.0
2954,Mauritania,2002,10490000.0
2955,Mauritania,2003,10620000.0
2956,Mauritania,2004,10640000.0
2957,Mauritania,2005,10830000.0
2958,Mauritania,2006,10570000.0
2959,Mauritania,2007,10730000.0
2960,Mauritania,2008,10250000.0
2961,Mauritania,2009,11010000.0
2962,Mauritania,2010,11540000.0
2963,Mauritania,2011,9630000.0
2964,Mauritania,2012,10090000.0
2965,Mauritania,2013,10310000.0
2966,Mauritania,2014,10440000.0
2969,Mauritius,1990,2290000.0
2970,Mauritius,1991,2400000.0
2971,Mauritius,1992,2430000.0
2972,Mauritius,1993,2640000.0
2973,Mauritius,1994,2670000.0
2974,Mauritius,1995,2790000.0
2975,Mauritius,1996,2900000.0
2976,Mauritius,1997,3000000.0
2977,Mauritius,1998,3310000.0
2978,Mauritius,1999,3840000.0
2979,Mauritius,2000,4240000.0
2980,Mauritius,2001,4620000.0
2981,Mauritius,2002,4590000.0
2982,Mauritius,2003,4740000.0
2983,Mauritius,2004,4850000.0
2984,Mauritius,2005,5050000.0
2985,Mauritius,2006,5250000.0
2986,Mauritius,2007,5400000.0
2987,Mauritius,2008,5530000.0
2988,Mauritius,2009,5470000.0
2989,Mauritius,2010,5810000.0
2990,Mauritius,2011,5770000.0
2991,Mauritius,2012,5950000.0
2992,Mauritius,2013,6090000.0
2993,Mauritius,2014,6360000.0
2996,Mexico,1990,415480000.0
2997,Mexico,1991,433270000.0
2998,Mexico,1992,436360000.0
2999,Mexico,1993,456020000.0
3000,Mexico,1994,481890000.0
3001,Mexico,1995,462600000.0
3002,Mexico,1996,487160000.0
3003,Mexico,1997,515250000.0
3004,Mexico,1998,551200000.0
3005,Mexico,1999,529750000.0
3006,Mexico,2000,556170000.0
3007,Mexico,2001,550630000.0
3008,Mexico,2002,557000000.0
3009,Mexico,2003,584260000.0
3010,Mexico,2004,583840000.0
3011,Mexico,2005,611100000.0
3012,Mexico,2006,626780000.0
3013,Mexico,2007,648260000.0
3014,Mexico,2008,678720000.0
3015,Mexico,2009,662870000.0
3016,Mexico,2010,665540000.0
3017,Mexico,2011,681940000.0
3018,Mexico,2012,672080000.0
3019,Mexico,2013,667840000.0
3020,Mexico,2014,655740000.0
3023,Micronesia,1991,-20000.0
3024,Micronesia,1992,80000.0
3025,Micronesia,1993,80000.0
3026,Micronesia,1994,90000.0
3027,Micronesia,1995,150000.0
3028,Micronesia,1996,150000.0
3029,Micronesia,1997,150000.0
3030,Micronesia,1998,160000.0
3031,Micronesia,1999,150000.0
3032,Micronesia,2000,160000.0
3033,Micronesia,2001,210000.0
3034,Micronesia,2002,180000.0
3035,Micronesia,2003,180000.0
3036,Micronesia,2004,180000.0
3037,Micronesia,2005,160000.0
3038,Micronesia,2006,160000.0
3039,Micronesia,2007,180000.0
3040,Micronesia,2008,160000.0
3041,Micronesia,2009,210000.0
3042,Micronesia,2010,160000.0
3043,Micronesia,2011,170000.0
3044,Micronesia,2012,190000.0
3045,Micronesia,2013,190000.0
3046,Micronesia,2014,200000.0
3049,Moldova,1990,37060000.0
3050,Moldova,1991,31010000.0
3051,Moldova,1992,25800000.0
3052,Moldova,1993,22450000.0
3053,Moldova,1994,19390000.0
3054,Moldova,1995,17330000.0
3055,Moldova,1996,15540000.0
3056,Moldova,1997,13830000.0
3057,Moldova,1998,12350000.0
3058,Moldova,1999,10980000.0
3059,Moldova,2000,10140000.0
3060,Moldova,2001,10730000.0
3061,Moldova,2002,10940000.0
3062,Moldova,2003,11540000.0
3063,Moldova,2004,11500000.0
3064,Moldova,2005,11770000.0
3065,Moldova,2006,11450000.0
3066,Moldova,2007,11730000.0
3067,Moldova,2008,11480000.0
3068,Moldova,2009,10860000.0
3069,Moldova,2010,11570000.0
3070,Moldova,2011,11540000.0
3071,Moldova,2012,11320000.0
3072,Moldova,2013,10470000.0
3073,Moldova,2014,11050000.0
3076,Mongolia,1990,52100000.0
3077,Mongolia,1991,54400000.0
3078,Mongolia,1992,52230000.0
3079,Mongolia,1993,51010000.0
3080,Mongolia,1994,49270000.0
3081,Mongolia,1995,50150000.0
3082,Mongolia,1996,49490000.0
3083,Mongolia,1997,56550000.0
3084,Mongolia,1998,50790000.0
3085,Mongolia,1999,50740000.0
3086,Mongolia,2000,54730000.0
3087,Mongolia,2001,46950000.0
3088,Mongolia,2002,48190000.0
3089,Mongolia,2003,43790000.0
3090,Mongolia,2004,44670000.0
3091,Mongolia,2005,46540000.0
3092,Mongolia,2006,57510000.0
3093,Mongolia,2007,59730000.0
3094,Mongolia,2008,59180000.0
3095,Mongolia,2009,55360000.0
3096,Mongolia,2010,51170000.0
3097,Mongolia,2011,56180000.0
3098,Mongolia,2012,60470000.0
3099,Mongolia,2013,61500000.0
3100,Mongolia,2014,63500000.0
3103,Montenegro,1990,1360000.0
3104,Montenegro,1991,1350000.0
3105,Montenegro,1992,1230000.0
3106,Montenegro,1993,1240000.0
3107,Montenegro,1994,1250000.0
3108,Montenegro,1995,1320000.0
3109,Montenegro,1996,1340000.0
3110,Montenegro,1997,1360000.0
3111,Montenegro,1998,1370000.0
3112,Montenegro,1999,1350000.0
3113,Montenegro,2000,1300000.0
3114,Montenegro,2001,1240000.0
3115,Montenegro,2002,1240000.0
3116,Montenegro,2003,1250000.0
3117,Montenegro,2004,1100000.0
3118,Montenegro,2005,2870000.0
3119,Montenegro,2006,-12660000.0
3120,Montenegro,2007,-12820000.0
3121,Montenegro,2008,-12390000.0
3122,Montenegro,2009,-13510000.0
3123,Montenegro,2010,-12700000.0
3124,Montenegro,2011,4120000.0
3125,Montenegro,2012,3850000.0
3126,Montenegro,2013,3720000.0
3127,Montenegro,2014,3570000.0
3130,Morocco,1990,30920000.0
3131,Morocco,1991,32270000.000000004
3132,Morocco,1992,33370000.0
3133,Morocco,1993,33040000.0
3134,Morocco,1994,36200000.0
3135,Morocco,1995,36850000.0
3136,Morocco,1996,37500000.0
3137,Morocco,1997,39490000.0
3138,Morocco,1998,40330000.0
3139,Morocco,1999,42570000.0
3140,Morocco,2000,43720000.0
3141,Morocco,2001,46840000.0
3142,Morocco,2002,48590000.0
3143,Morocco,2003,48930000.0
3144,Morocco,2004,53460000.0
3145,Morocco,2005,56320000.0
3146,Morocco,2006,69130000.0
3147,Morocco,2007,70350000.0
3148,Morocco,2008,73380000.0
3149,Morocco,2009,74000000.0
3150,Morocco,2010,77760000.0
3151,Morocco,2011,80750000.0
3152,Morocco,2012,82940000.0
3153,Morocco,2013,83770000.0
3154,Morocco,2014,85570000.0
3157,Mozambique,1990,60290000.0
3158,Mozambique,1991,60250000.0
3159,Mozambique,1992,60610000.0
3160,Mozambique,1993,61020000.0
3161,Mozambique,1994,60990000.0
3162,Mozambique,1995,61160000.0
3163,Mozambique,1996,58460000.0
3164,Mozambique,1997,56180000.0
3165,Mozambique,1998,58940000.0
3166,Mozambique,1999,57650000.0
3167,Mozambique,2000,55300000.0
3168,Mozambique,2001,74580000.0
3169,Mozambique,2002,67810000.0
3170,Mozambique,2003,66560000.0
3171,Mozambique,2004,64709999.99999999
3172,Mozambique,2005,67140000.0
3173,Mozambique,2006,58950000.0
3174,Mozambique,2007,61080000.0
3175,Mozambique,2008,62840000.0
3176,Mozambique,2009,60310000.0
3177,Mozambique,2010,63050000.0
3178,Mozambique,2011,69020000.0
3179,Mozambique,2012,70540000.0
3180,Mozambique,2013,73230000.0
3181,Mozambique,2014,75070000.0
3184,Myanmar,1990,176970000.0
3185,Myanmar,1991,176390000.0
3186,Myanmar,1992,178990000.0
3187,Myanmar,1993,181710000.0
3188,Myanmar,1994,184230000.0
3189,Myanmar,1995,187240000.0
3190,Myanmar,1996,176690000.0
3191,Myanmar,1997,174340000.0
3192,Myanmar,1998,180750000.0
3193,Myanmar,1999,186260000.0
3194,Myanmar,2000,183030000.0
3195,Myanmar,2001,159980000.0
3196,Myanmar,2002,157100000.0
3197,Myanmar,2003,169850000.0
3198,Myanmar,2004,193580000.0
3199,Myanmar,2005,179780000.0
3200,Myanmar,2006,183700000.0
3201,Myanmar,2007,199420000.0
3202,Myanmar,2008,176870000.0
3203,Myanmar,2009,190420000.0
3204,Myanmar,2010,198110000.0
3205,Myanmar,2011,194240000.0
3206,Myanmar,2012,206690000.0
3207,Myanmar,2013,209600000.0
3208,Myanmar,2014,218730000.0
3211,Namibia,1990,16600000.000000002
3212,Namibia,1991,17890000.0
3213,Namibia,1992,17840000.0
3214,Namibia,1993,17800000.0
3215,Namibia,1994,18070000.0
3216,Namibia,1995,18150000.0
3217,Namibia,1996,18250000.0
3218,Namibia,1997,18060000.0
3219,Namibia,1998,19050000.0
3220,Namibia,1999,19070000.0
3221,Namibia,2000,20380000.0
3222,Namibia,2001,19820000.0
3223,Namibia,2002,18090000.0
3224,Namibia,2003,18290000.0
3225,Namibia,2004,18950000.0
3226,Namibia,2005,20490000.0
3227,Namibia,2006,22200000.0
3228,Namibia,2007,21050000.0
3229,Namibia,2008,19210000.0
3230,Namibia,2009,22480000.0
3231,Namibia,2010,21570000.0
3232,Namibia,2011,25990000.0
3233,Namibia,2012,27410000.0
3234,Namibia,2013,20930000.0
3235,Namibia,2014,20290000.0
3238,Nauru,1990,130000.0
3239,Nauru,1991,130000.0
3240,Nauru,1992,130000.0
3241,Nauru,1993,120000.0
3242,Nauru,1994,120000.0
3243,Nauru,1995,110000.0
3244,Nauru,1996,110000.0
3245,Nauru,1997,110000.0
3246,Nauru,1998,100000.0
3247,Nauru,1999,100000.0
3248,Nauru,2000,90000.0
3249,Nauru,2001,90000.0
3250,Nauru,2002,80000.0
3251,Nauru,2003,70000.0
3252,Nauru,2004,70000.0
3253,Nauru,2005,70000.0
3254,Nauru,2006,50000.0
3255,Nauru,2007,50000.0
3256,Nauru,2008,50000.0
3257,Nauru,2009,50000.0
3258,Nauru,2010,50000.0
3259,Nauru,2011,50000.0
3260,Nauru,2012,50000.0
3261,Nauru,2013,50000.0
3262,Nauru,2014,50000.0
3265,Nepal,1990,57890000.0
3266,Nepal,1991,58250000.0
3267,Nepal,1992,58100000.0
3268,Nepal,1993,59090000.0
3269,Nepal,1994,59930000.0
3270,Nepal,1995,61240000.0
3271,Nepal,1996,59750000.0
3272,Nepal,1997,60650000.0
3273,Nepal,1998,61900000.0
3274,Nepal,1999,63930000.0
3275,Nepal,2000,64269999.99999999
3276,Nepal,2001,60970000.0
3277,Nepal,2002,59420000.0
3278,Nepal,2003,63110000.0
3279,Nepal,2004,62300000.0
3280,Nepal,2005,63970000.0
3281,Nepal,2006,36410000.0
3282,Nepal,2007,36470000.0
3283,Nepal,2008,39490000.0
3284,Nepal,2009,42970000.0
3285,Nepal,2010,43660000.0
3286,Nepal,2011,43780000.0
3287,Nepal,2012,48140000.0
3288,Nepal,2013,48590000.0
3289,Nepal,2014,51280000.0
3292,Netherlands,1990,204710000.0
3293,Netherlands,1991,210020000.0
3294,Netherlands,1992,209430000.0
3295,Netherlands,1993,214900000.0
3296,Netherlands,1994,214690000.0
3297,Netherlands,1995,220090000.0
3298,Netherlands,1996,230990000.0
3299,Netherlands,1997,222230000.0
3300,Netherlands,1998,222380000.0
3301,Netherlands,1999,209890000.0
3302,Netherlands,2000,207820000.0
3303,Netherlands,2001,209280000.0
3304,Netherlands,2002,208760000.0
3305,Netherlands,2003,208680000.0
3306,Netherlands,2004,210300000.0
3307,Netherlands,2005,204320000.0
3308,Netherlands,2006,197750000.0
3309,Netherlands,2007,197480000.0
3310,Netherlands,2008,195440000.0
3311,Netherlands,2009,190150000.0
3312,Netherlands,2010,200660000.0
3313,Netherlands,2011,188090000.0
3314,Netherlands,2012,185570000.0
3315,Netherlands,2013,185210000.0
3316,Netherlands,2014,177890000.0
3319,New Zealand,1990,47700000.0
3320,New Zealand,1991,47130000.0
3321,New Zealand,1992,47960000.0
3322,New Zealand,1993,47020000.0
3323,New Zealand,1994,48740000.0
3324,New Zealand,1995,50130000.0
3325,New Zealand,1996,50590000.0
3326,New Zealand,1997,52940000.0
3327,New Zealand,1998,51380000.0
3328,New Zealand,1999,53650000.0
3329,New Zealand,2000,53860000.0
3330,New Zealand,2001,63550000.0
3331,New Zealand,2002,64819999.99999999
3332,New Zealand,2003,67310000.0
3333,New Zealand,2004,66160000.0
3334,New Zealand,2005,67620000.0
3335,New Zealand,2006,66430000.00000001
3336,New Zealand,2007,65129999.99999999
3337,New Zealand,2008,65099999.99999999
3338,New Zealand,2009,62320000.0
3339,New Zealand,2010,62170000.0
3340,New Zealand,2011,62410000.0
3341,New Zealand,2012,64459999.99999999
3342,New Zealand,2013,64000000.0
3343,New Zealand,2014,64780000.0
3346,Nicaragua,1990,39400000.0
3347,Nicaragua,1991,38060000.0
3348,Nicaragua,1992,38970000.0
3349,Nicaragua,1993,39670000.0
3350,Nicaragua,1994,39980000.0
3351,Nicaragua,1995,39350000.0
3352,Nicaragua,1996,38940000.0
3353,Nicaragua,1997,39780000.0
3354,Nicaragua,1998,40770000.0
3355,Nicaragua,1999,41300000.0
3356,Nicaragua,2000,41820000.0
3357,Nicaragua,2001,41980000.0
3358,Nicaragua,2002,42400000.0
3359,Nicaragua,2003,44600000.0
3360,Nicaragua,2004,42900000.0
3361,Nicaragua,2005,44690000.0
3362,Nicaragua,2006,43810000.0
3363,Nicaragua,2007,43950000.0
3364,Nicaragua,2008,44150000.0
3365,Nicaragua,2009,44010000.0
3366,Nicaragua,2010,44850000.0
3367,Nicaragua,2011,16970000.0
3368,Nicaragua,2012,16980000.0
3369,Nicaragua,2013,18040000.0
3370,Nicaragua,2014,19250000.0
3373,Niger,1990,20370000.0
3374,Niger,1991,20900000.0
3375,Niger,1992,21470000.0
3376,Niger,1993,22200000.0
3377,Niger,1994,22770000.0
3378,Niger,1995,23480000.0
3379,Niger,1996,24500000.0
3380,Niger,1997,25090000.0
3381,Niger,1998,26080000.0
3382,Niger,1999,26720000.0
3383,Niger,2000,27290000.0
3384,Niger,2001,22510000.0
3385,Niger,2002,23430000.0
3386,Niger,2003,24230000.0
3387,Niger,2004,25200000.0
3388,Niger,2005,26060000.0
3389,Niger,2006,27040000.0
3390,Niger,2007,28310000.0
3391,Niger,2008,29520000.0
3392,Niger,2009,31020000.0
3393,Niger,2010,32430000.0
3394,Niger,2011,32740000.000000004
3395,Niger,2012,35230000.0
3396,Niger,2013,37040000.0
3397,Niger,2014,39290000.0
3400,Nigeria,1990,386460000.0
3401,Nigeria,1991,396630000.0
3402,Nigeria,1992,408760000.0
3403,Nigeria,1993,408700000.0
3404,Nigeria,1994,407340000.0
3405,Nigeria,1995,401940000.0
3406,Nigeria,1996,413830000.0
3407,Nigeria,1997,404550000.0
3408,Nigeria,1998,396360000.0
3409,Nigeria,1999,387400000.0
3410,Nigeria,2000,384810000.0
3411,Nigeria,2001,350290000.0
3412,Nigeria,2002,354200000.0
3413,Nigeria,2003,361860000.0
3414,Nigeria,2004,364380000.0
3415,Nigeria,2005,382160000.0
3416,Nigeria,2006,401690000.0
3417,Nigeria,2007,399660000.0
3418,Nigeria,2008,403260000.0
3419,Nigeria,2009,383360000.0
3420,Nigeria,2010,404250000.0
3421,Nigeria,2011,430360000.0
3422,Nigeria,2012,432320000.0
3423,Nigeria,2013,455670000.0
3424,Nigeria,2014,464360000.0
3427,Niue,1990,30000.0
3428,Niue,1991,30000.0
3429,Niue,1992,30000.0
3430,Niue,1993,30000.0
3431,Niue,1994,30000.0
3432,Niue,1995,30000.0
3433,Niue,1996,30000.0
3434,Niue,1997,30000.0
3435,Niue,1998,30000.0
3436,Niue,1999,30000.0
3437,Niue,2000,30000.0
3438,Niue,2001,40000.0
3439,Niue,2002,40000.0
3440,Niue,2003,40000.0
3441,Niue,2004,40000.0
3442,Niue,2005,40000.0
3443,Niue,2006,-10000.0
3444,Niue,2007,-10000.0
3445,Niue,2008,0.0
3446,Niue,2009,-10000.0
3447,Niue,2010,-10000.0
3448,Niue,2011,60000.0
3449,Niue,2012,60000.0
3450,Niue,2013,60000.0
3451,Niue,2014,60000.0
3454,North Korea,1990,175490000.0
3455,North Korea,1991,168020000.0
3456,North Korea,1992,153890000.0
3457,North Korea,1993,144320000.0
3458,North Korea,1994,132840000.0
3459,North Korea,1995,123770000.0
3460,North Korea,1996,111720000.0
3461,North Korea,1997,104170000.0
3462,North Korea,1998,95480000.0
3463,North Korea,1999,99600000.0
3464,North Korea,2000,102960000.0
3465,North Korea,2001,105880000.0
3466,North Korea,2002,101830000.0
3467,North Korea,2003,103160000.0
3468,North Korea,2004,105420000.0
3469,North Korea,2005,107670000.0
3470,North Korea,2006,111910000.0
3471,North Korea,2007,99430000.0
3472,North Korea,2008,107720000.0
3473,North Korea,2009,91460000.0
3474,North Korea,2010,88010000.0
3475,North Korea,2011,74220000.0
3476,North Korea,2012,75520000.0
3477,North Korea,2013,64900000.00000001
3478,North Korea,2014,69350000.0
3481,North Macedonia,1990,13260000.0
