,Entity,Year,Consumption of Ozone
2779,Myanmar,1995,51.2
2780,Myanmar,1996,75.7
2781,Myanmar,1997,57.4
2782,Myanmar,1998,55.3
2783,Myanmar,1999,31.6
2784,Myanmar,2000,26.6
2785,Myanmar,2001,39.4
2786,Myanmar,2002,45.7
2787,Myanmar,2003,53.7
2788,Myanmar,2004,33.0
2789,Myanmar,2005,15.0
2790,Myanmar,2006,1.3
2791,Myanmar,2007,2.4
2792,Myanmar,2008,2.0
2793,Myanmar,2009,4.1
2794,Myanmar,2010,4.5
2795,Myanmar,2011,5.75
2796,Myanmar,2012,9.66
2797,Myanmar,2013,3.02
2799,Namibia,1991,0.0
2800,Namibia,1993,43.7
2801,Namibia,1994,50.0
2802,Namibia,1995,42.4
2803,Namibia,1996,33.9
2804,Namibia,1997,34.5
2805,Namibia,1998,31.3
2806,Namibia,1999,32.7
2807,Namibia,2000,23.9
2808,Namibia,2001,24.6
2809,Namibia,2002,20.0
2810,Namibia,2003,17.2
2811,Namibia,2004,7.7
2812,Namibia,2005,0.0
2813,Namibia,2006,0.0
2814,Namibia,2007,11.8
2815,Namibia,2008,5.8
2816,Namibia,2009,6.0
2817,Namibia,2010,10.7
2818,Namibia,2011,9.95
2819,Namibia,2012,4.76
2820,Namibia,2013,7.02
2821,Namibia,2014,3.64
2823,Nauru,1991,0.0
2824,Nauru,1995,0.6
2825,Nauru,1996,0.5
2826,Nauru,1997,0.5
2827,Nauru,1998,0.5
2828,Nauru,1999,0.4
2829,Nauru,2000,0.4
2830,Nauru,2001,0.4
2831,Nauru,2002,0.0
2832,Nauru,2003,0.0
2833,Nauru,2004,0.0
2834,Nauru,2005,0.0
2835,Nauru,2006,0.0
2836,Nauru,2007,0.0
2837,Nauru,2008,0.0
2838,Nauru,2009,0.0
2839,Nauru,2010,0.0
2840,Nauru,2011,0.01
2841,Nauru,2012,0.01
2842,Nauru,2013,0.0
2844,Nepal,1991,25.0
2845,Nepal,1992,25.0
2846,Nepal,1993,25.0
2847,Nepal,1994,25.0
2848,Nepal,1995,30.1
2849,Nepal,1996,32.3
2850,Nepal,1997,31.2
2851,Nepal,1998,35.1
2852,Nepal,1999,27.2
2853,Nepal,2000,99.2
2854,Nepal,2001,2.6
2855,Nepal,2002,2.6
2856,Nepal,2003,0.9
2857,Nepal,2004,0.9
2858,Nepal,2005,0.1
2859,Nepal,2006,1.2
2860,Nepal,2007,1.2
2861,Nepal,2008,1.4
2862,Nepal,2009,1.2
2863,Nepal,2010,1.2
2864,Nepal,2011,1.2
2865,Nepal,2012,0.74
2866,Nepal,2013,0.66
2868,New Zealand,1990,1195.4
2869,New Zealand,1991,836.6
2870,New Zealand,1992,721.8
2871,New Zealand,1993,859.1
2872,New Zealand,1994,459.6
2873,New Zealand,1995,322.9
2874,New Zealand,1996,98.7
2875,New Zealand,1997,79.9
2876,New Zealand,1998,49.5
2877,New Zealand,1999,68.1
2878,New Zealand,2000,19.2
2879,New Zealand,2001,32.4
2880,New Zealand,2002,42.8
2881,New Zealand,2003,35.3
2882,New Zealand,2004,32.6
2883,New Zealand,2005,48.6
2884,New Zealand,2006,40.2
2885,New Zealand,2007,33.3
2886,New Zealand,2008,17.8
2887,New Zealand,2009,17.5
2888,New Zealand,2010,11.6
2889,New Zealand,2011,11.5
2890,New Zealand,2012,5.47
2891,New Zealand,2013,8.2
2893,Nicaragua,1990,86.5
2894,Nicaragua,1991,90.0
2895,Nicaragua,1992,94.5
2896,Nicaragua,1993,100.0
2897,Nicaragua,1994,105.6
2898,Nicaragua,1995,111.1
2899,Nicaragua,1996,86.5
2900,Nicaragua,1997,58.7
2901,Nicaragua,1998,41.0
2902,Nicaragua,1999,58.1
2903,Nicaragua,2000,44.4
2904,Nicaragua,2001,37.2
2905,Nicaragua,2002,64.9
2906,Nicaragua,2003,32.2
2907,Nicaragua,2004,50.6
2908,Nicaragua,2005,39.4
2909,Nicaragua,2006,28.5
2910,Nicaragua,2007,6.5
2911,Nicaragua,2008,3.9
2912,Nicaragua,2009,8.6
2913,Nicaragua,2010,7.5
2914,Nicaragua,2011,5.41
2915,Nicaragua,2012,11.87
2916,Nicaragua,2013,3.56
2917,Nicaragua,2014,5.4
2919,Niger,1990,16.0
2920,Niger,1991,16.8
2921,Niger,1992,18.2
2922,Niger,1993,18.1
2923,Niger,1994,17.5
2924,Niger,1995,18.6
2925,Niger,1996,18.1
2926,Niger,1997,61.1
2927,Niger,1998,62.3
2928,Niger,1999,59.8
2929,Niger,2000,40.9
2930,Niger,2001,44.7
2931,Niger,2002,42.4
2932,Niger,2003,39.7
2933,Niger,2004,38.5
2934,Niger,2005,29.5
2935,Niger,2006,30.0
2936,Niger,2007,20.4
2937,Niger,2008,18.9
2938,Niger,2009,17.65
2939,Niger,2010,16.0
2940,Niger,2011,15.92
2941,Niger,2012,15.33
2942,Niger,2013,14.61
2943,Niger,2014,14.32
2945,Nigeria,1990,934.0
2946,Nigeria,1991,1046.6
2947,Nigeria,1992,1095.4
2948,Nigeria,1993,2152.9
2949,Nigeria,1994,1946.7
2950,Nigeria,1995,1714.4
2951,Nigeria,1996,5111.1
2952,Nigeria,1997,5503.0
2953,Nigeria,1998,5476.1
2954,Nigeria,1999,4970.5
2955,Nigeria,2000,4810.9
2956,Nigeria,2001,4310.3
2957,Nigeria,2002,3933.3
2958,Nigeria,2003,3119.8
2959,Nigeria,2004,2533.6
2960,Nigeria,2005,497.6
2961,Nigeria,2006,489.8
2962,Nigeria,2007,113.5
2963,Nigeria,2008,312.7
2964,Nigeria,2009,336.5
2965,Nigeria,2010,368.4
2966,Nigeria,2011,402.32
2967,Nigeria,2012,453.4
2968,Nigeria,2013,334.46
2970,Niue,1991,0.0
2971,Niue,1995,0.1
2972,Niue,1996,0.1
2973,Niue,1997,0.0
2974,Niue,1998,0.0
2975,Niue,1999,0.0
2976,Niue,2000,0.0
2977,Niue,2003,0.0
2978,Niue,2004,0.0
2979,Niue,2005,0.0
2980,Niue,2006,0.0
2981,Niue,2007,0.0
2982,Niue,2008,0.0
2983,Niue,2009,0.0
2984,Niue,2010,0.0
2985,Niue,2011,0.0
2986,Niue,2012,0.0
2987,Niue,2013,0.0
2989,North America,1990,242780.1
2990,North America,1991,232317.6
2991,North America,1992,212336.4
2992,North America,1993,197014.5
2993,North America,1994,106836.3
2994,North America,1995,53229.4
2995,North America,1996,15838.8
2996,North America,1997,-1968.1
2997,North America,1998,-1981.1
2998,North America,1999,13908.3
2999,North America,2000,4925.0
3000,North America,2001,23047.0
3001,North America,2002,17129.8
3002,North America,2003,13251.3
3003,North America,2004,14410.4
3004,North America,2005,11495.3
3005,North America,2006,11426.4
3006,North America,2007,9080.0
3007,North America,2008,6746.7
3008,North America,2009,4559.6
3009,North America,2010,2397.7
3010,North America,2011,1687.71
3011,North America,2012,-5.97
3012,North America,2013,780.29
3014,North East Asia,1990,179748.2
3015,North East Asia,1991,240485.1
3016,North East Asia,1992,244013.1
3017,North East Asia,1993,212573.7
3018,North East Asia,1994,141982.7
3019,North East Asia,1995,162856.3
3020,North East Asia,1996,103617.5
3021,North East Asia,1997,114649.0
3022,North East Asia,1998,184175.3
3023,North East Asia,1999,120272.6
3024,North East Asia,2000,111724.5
3025,North East Asia,2001,84855.5
3026,North East Asia,2002,64317.7
3027,North East Asia,2003,72126.7
3028,North East Asia,2004,47108.2
3029,North East Asia,2005,37832.9
3030,North East Asia,2006,37551.9
3031,North East Asia,2007,30913.9
3032,North East Asia,2008,22582.5
3033,North East Asia,2009,25433.9
3034,North East Asia,2010,23823.1
3035,North East Asia,2011,23772.8
3036,North East Asia,2012,23782.39
3037,North East Asia,2013,17714.79
3039,North Korea,1991,192.0
3040,North Korea,1995,1329.0
3041,North Korea,1996,1509.0
3042,North Korea,1997,1552.0
3043,North Korea,1998,1545.5
3044,North Korea,1999,1501.0
3045,North Korea,2000,1127.1
3046,North Korea,2001,2405.7
3047,North Korea,2002,2326.3
3048,North Korea,2003,2172.6
3049,North Korea,2004,2206.2
3050,North Korea,2005,283.2
3051,North Korea,2006,24.5
3052,North Korea,2007,138.2
3053,North Korea,2008,91.2
3054,North Korea,2009,89.0
3055,North Korea,2010,94.1
3056,North Korea,2011,90.04
3057,North Korea,2012,88.96
3058,North Korea,2013,90.56
3059,North Korea,2014,79.37
3061,North Macedonia,1991,12.0
3062,North Macedonia,1994,246.0
3063,North Macedonia,1995,601.5
3064,North Macedonia,1996,558.4
3065,North Macedonia,1997,537.1
3066,North Macedonia,1998,79.4
3067,North Macedonia,1999,220.4
3068,North Macedonia,2000,77.9
3069,North Macedonia,2001,77.0
3070,North Macedonia,2002,43.2
3071,North Macedonia,2003,55.3
3072,North Macedonia,2004,13.6
3073,North Macedonia,2005,13.7
3074,North Macedonia,2006,9.1
3075,North Macedonia,2007,1.2
3076,North Macedonia,2008,2.0
3077,North Macedonia,2009,2.29
3078,North Macedonia,2010,1.3
3079,North Macedonia,2011,0.9
3080,North Macedonia,2012,0.74
3081,North Macedonia,2013,0.72
3082,North Macedonia,2014,0.57
3084,Northern Africa,1991,7770.9
3085,Northern Africa,1993,12444.3
3086,Northern Africa,1994,8830.0
3087,Northern Africa,1995,9884.8
3088,Northern Africa,1996,10009.6
3089,Northern Africa,1997,8892.8
3090,Northern Africa,1998,9922.1
3091,Northern Africa,1999,8299.5
3092,Northern Africa,2000,8425.1
3093,Northern Africa,2001,8531.4
3094,Northern Africa,2002,7378.2
3095,Northern Africa,2003,6976.1
3096,Northern Africa,2004,5726.2
3097,Northern Africa,2005,4499.1
3098,Northern Africa,2006,2779.0
3099,Northern Africa,2007,1804.7
3100,Northern Africa,2008,1474.9
3101,Northern Africa,2009,1408.65
3102,Northern Africa,2010,1142.64
3103,Northern Africa,2011,916.19
3104,Northern Africa,2012,1022.88
3105,Northern Africa,2013,688.23
3107,Norway,1990,2195.4
3108,Norway,1991,1454.5
3109,Norway,1992,845.6
3110,Norway,1993,554.5
3111,Norway,1994,267.0
3112,Norway,1995,92.7
3113,Norway,1996,71.4
3114,Norway,1997,68.4
3115,Norway,1998,51.4
3116,Norway,1999,1.5
3117,Norway,2000,18.3
3118,Norway,2001,0.4
3119,Norway,2002,-41.8
3120,Norway,2003,-55.8
3121,Norway,2004,-84.3
3122,Norway,2005,-7.1
3123,Norway,2006,-207.5
3124,Norway,2007,-46.7
3125,Norway,2008,15.6
3126,Norway,2009,-5.1
3127,Norway,2010,1.7
3128,Norway,2011,-0.16
3129,Norway,2012,0.0
3130,Norway,2013,0.0
3132,Oman,1991,0.0
3133,Oman,1992,451.9
3134,Oman,1993,427.7
3135,Oman,1994,413.8
3136,Oman,1995,262.3
3137,Oman,1996,296.3
3138,Oman,1997,278.9
3139,Oman,1998,290.9
3140,Oman,1999,288.1
3141,Oman,2000,315.0
3142,Oman,2001,229.5
3143,Oman,2002,201.5
3144,Oman,2003,152.2
3145,Oman,2004,118.7
3146,Oman,2005,74.1
3147,Oman,2006,58.0
3148,Oman,2007,29.6
3149,Oman,2008,33.2
3150,Oman,2009,32.1
3151,Oman,2010,32.2
3152,Oman,2011,34.82
3153,Oman,2012,54.95
3154,Oman,2013,28.87
3155,Oman,2014,20.37
3157,Pakistan,1990,1455.8
3158,Pakistan,1991,1795.0
3159,Pakistan,1992,1786.0
3160,Pakistan,1993,2284.4
3161,Pakistan,1994,2447.7
3162,Pakistan,1995,2770.9
3163,Pakistan,1996,2254.3
3164,Pakistan,1997,2088.1
3165,Pakistan,1998,1349.6
3166,Pakistan,1999,2038.1
3167,Pakistan,2000,2599.4
3168,Pakistan,2001,2412.7
3169,Pakistan,2002,2347.2
3170,Pakistan,2003,1786.3
3171,Pakistan,2004,1578.6
3172,Pakistan,2005,606.8
3173,Pakistan,2006,733.3
3174,Pakistan,2007,354.0
3175,Pakistan,2008,356.9
3176,Pakistan,2009,245.3
3177,Pakistan,2010,255.0
3178,Pakistan,2011,276.05
3179,Pakistan,2012,326.23
3180,Pakistan,2013,247.02
3181,Pakistan,2014,239.79
3183,Palau,1991,0.0
3184,Palau,1995,1.7
3185,Palau,1996,1.1
3186,Palau,1997,2.1
3187,Palau,1998,80.4
3188,Palau,1999,114.1
3189,Palau,2000,70.7
3190,Palau,2001,70.7
3191,Palau,2002,0.2
3192,Palau,2003,1.1
3193,Palau,2004,1.0
3194,Palau,2005,0.2
3195,Palau,2006,0.1
3196,Palau,2007,0.1
3197,Palau,2008,0.1
3198,Palau,2009,0.1
3199,Palau,2010,0.2
3200,Palau,2011,0.17
3201,Palau,2012,0.17
3202,Palau,2013,0.12
3204,Panama,1990,269.6
3205,Panama,1991,403.9
3206,Panama,1992,188.3
3207,Panama,1993,375.4
3208,Panama,1994,268.6
3209,Panama,1995,440.1
3210,Panama,1996,355.2
3211,Panama,1997,370.6
3212,Panama,1998,361.3
3213,Panama,1999,313.6
3214,Panama,2000,261.0
3215,Panama,2001,192.7
3216,Panama,2002,204.7
3217,Panama,2003,184.7
3218,Panama,2004,152.5
3219,Panama,2005,113.3
3220,Panama,2006,64.8
3221,Panama,2007,43.5
3222,Panama,2008,40.2
3223,Panama,2009,25.0
3224,Panama,2010,24.6
3225,Panama,2011,23.89
3226,Panama,2012,32.77
3227,Panama,2013,21.37
3228,Panama,2014,19.22
3230,Papua New Guinea,1991,28.5
3231,Papua New Guinea,1992,39.4
3232,Papua New Guinea,1993,39.7
3233,Papua New Guinea,1994,56.2
3234,Papua New Guinea,1995,12.8
3235,Papua New Guinea,1996,65.0
3236,Papua New Guinea,1997,39.0
3237,Papua New Guinea,1998,50.0
3238,Papua New Guinea,1999,38.3
3239,Papua New Guinea,2000,52.0
3240,Papua New Guinea,2001,19.3
3241,Papua New Guinea,2002,39.7
3242,Papua New Guinea,2003,26.3
3243,Papua New Guinea,2004,21.0
3244,Papua New Guinea,2005,18.8
3245,Papua New Guinea,2006,7.1
3246,Papua New Guinea,2007,9.5
3247,Papua New Guinea,2008,1.5
3248,Papua New Guinea,2009,3.2
3249,Papua New Guinea,2010,3.3
3250,Papua New Guinea,2011,1.69
3251,Papua New Guinea,2012,3.06
3252,Papua New Guinea,2013,3.02
3254,Paraguay,1991,0.0
3255,Paraguay,1992,240.0
3256,Paraguay,1993,190.5
3257,Paraguay,1994,221.0
3258,Paraguay,1995,212.8
3259,Paraguay,1996,182.0
3260,Paraguay,1997,245.9
3261,Paraguay,1998,113.8
3262,Paraguay,1999,369.8
3263,Paraguay,2000,175.5
3264,Paraguay,2001,138.5
3265,Paraguay,2002,105.5
3266,Paraguay,2003,101.1
3267,Paraguay,2004,145.1
3268,Paraguay,2005,266.9
3269,Paraguay,2006,111.7
3270,Paraguay,2007,27.1
3271,Paraguay,2008,39.0
3272,Paraguay,2009,25.9
3273,Paraguay,2010,20.9
3274,Paraguay,2011,16.82
3275,Paraguay,2012,29.33
3276,Paraguay,2013,16.46
3277,Paraguay,2014,17.83
3279,Peru,1990,892.9
3280,Peru,1991,708.8
3281,Peru,1992,296.9
3282,Peru,1993,297.6
3283,Peru,1994,298.8
3284,Peru,1995,429.2
3285,Peru,1996,250.3
3286,Peru,1997,271.9
3287,Peru,1998,332.7
3288,Peru,1999,300.2
3289,Peru,2000,385.6
3290,Peru,2001,189.8
3291,Peru,2002,203.6
3292,Peru,2003,191.1
3293,Peru,2004,160.6
3294,Peru,2005,149.4
3295,Peru,2006,99.5
3296,Peru,2007,43.4
3297,Peru,2008,28.0
3298,Peru,2009,27.3
3299,Peru,2010,26.45
3300,Peru,2011,32.5
3301,Peru,2012,26.98
3302,Peru,2013,25.81
3303,Peru,2014,22.01
3305,Philippines,1990,3477.2
3306,Philippines,1991,2322.4
3307,Philippines,1992,3862.1
3308,Philippines,1993,3920.4
3309,Philippines,1994,4263.9
3310,Philippines,1995,3706.9
3311,Philippines,1996,3374.3
3312,Philippines,1997,2973.8
3313,Philippines,1998,2311.0
3314,Philippines,1999,2218.9
3315,Philippines,2000,3064.3
3316,Philippines,2001,2214.4
3317,Philippines,2002,1795.1
3318,Philippines,2003,1622.5
3319,Philippines,2004,1570.6
3320,Philippines,2005,1232.9
3321,Philippines,2006,808.6
3322,Philippines,2007,325.7
3323,Philippines,2008,397.4
3324,Philippines,2009,403.4
3325,Philippines,2010,222.0
3326,Philippines,2011,164.89
3327,Philippines,2012,195.65
3328,Philippines,2013,136.69
3329,Philippines,2014,149.42
3331,Poland,1990,5269.0
3332,Poland,1991,3510.4
3333,Poland,1992,2637.0
3334,Poland,1993,2973.6
3335,Poland,1994,4163.4
3336,Poland,1995,1756.0
3337,Poland,1996,712.6
3338,Poland,1997,442.9
3339,Poland,1998,443.3
3340,Poland,1999,330.6
3341,Poland,2000,286.8
3342,Poland,2001,326.1
3343,Poland,2002,351.2
3344,Poland,2003,261.0
3346,Qatar,1991,0.0
3347,Qatar,1995,103.1
3348,Qatar,1996,112.5
3349,Qatar,1997,140.5
3350,Qatar,1998,175.3
3351,Qatar,1999,135.4
3352,Qatar,2000,126.0
3353,Qatar,2001,120.9
3354,Qatar,2002,105.4
3355,Qatar,2003,115.9
3356,Qatar,2004,76.4
3357,Qatar,2005,52.0
3358,Qatar,2006,46.4
3359,Qatar,2007,36.5
3360,Qatar,2008,43.8
3361,Qatar,2009,79.7
3362,Qatar,2010,94.1
3363,Qatar,2011,96.61
3364,Qatar,2012,93.57
3365,Qatar,2013,80.7
3367,Romania,1991,0.0
3368,Romania,1993,2457.1
3369,Romania,1994,4884.5
3370,Romania,1995,-824.0
3371,Romania,1996,1422.2
3372,Romania,1997,618.9
3373,Romania,1998,2669.8
3374,Romania,1999,-290.4
3375,Romania,2000,259.3
3376,Romania,2001,231.0
3377,Romania,2002,418.6
3378,Romania,2003,647.2
3379,Romania,2004,320.9
3380,Romania,2005,228.9
3381,Romania,2006,42.0
3383,Russia,1990,130278.5
3384,Russia,1991,51464.5
3385,Russia,1992,48911.6
3386,Russia,1993,29777.0
3387,Russia,1994,25860.1
3388,Russia,1995,23616.3
3389,Russia,1996,13981.2
3390,Russia,1997,11977.2
3391,Russia,1998,12490.2
3392,Russia,1999,15337.9
3393,Russia,2000,25717.0
3394,Russia,2001,761.5
3395,Russia,2002,892.3
3396,Russia,2003,938.4
3397,Russia,2004,1105.2
3398,Russia,2005,776.1
3399,Russia,2006,1189.5
3400,Russia,2007,1391.3
3401,Russia,2008,1457.6
3402,Russia,2009,1203.5
3403,Russia,2010,1041.8
3404,Russia,2011,1134.69
3405,Russia,2012,958.93
3406,Russia,2013,836.46
3407,Russia,2014,684.42
3409,Rwanda,1990,30.3
3410,Rwanda,1991,29.3
3411,Rwanda,1992,28.6
3412,Rwanda,1993,27.7
3413,Rwanda,1994,20.0
3414,Rwanda,1995,26.7
3415,Rwanda,1996,30.4
3416,Rwanda,1997,34.6
3417,Rwanda,1998,37.9
3418,Rwanda,1999,30.4
3419,Rwanda,2000,30.4
3420,Rwanda,2001,30.4
3421,Rwanda,2002,30.4
3422,Rwanda,2003,30.4
3423,Rwanda,2004,27.4
3424,Rwanda,2005,15.3
3425,Rwanda,2006,15.1
3426,Rwanda,2007,7.4
3427,Rwanda,2008,4.8
3428,Rwanda,2009,3.8
3429,Rwanda,2010,4.4
3430,Rwanda,2011,5.48
3431,Rwanda,2012,3.66
3432,Rwanda,2013,3.78
3434,Saint Kitts and Nevis,1991,0.0
3435,Saint Kitts and Nevis,1992,6.6
3436,Saint Kitts and Nevis,1993,5.6
3437,Saint Kitts and Nevis,1994,4.8
3438,Saint Kitts and Nevis,1995,4.6
3439,Saint Kitts and Nevis,1996,3.9
3440,Saint Kitts and Nevis,1997,4.0
3441,Saint Kitts and Nevis,1998,2.0
3442,Saint Kitts and Nevis,1999,3.0
3443,Saint Kitts and Nevis,2000,7.8
3444,Saint Kitts and Nevis,2001,7.6
3445,Saint Kitts and Nevis,2002,6.3
3446,Saint Kitts and Nevis,2003,3.2
3447,Saint Kitts and Nevis,2004,3.9
3448,Saint Kitts and Nevis,2005,1.8
3449,Saint Kitts and Nevis,2006,1.1
3450,Saint Kitts and Nevis,2007,0.6
3451,Saint Kitts and Nevis,2008,0.4
3452,Saint Kitts and Nevis,2009,0.4
3453,Saint Kitts and Nevis,2010,0.6
3454,Saint Kitts and Nevis,2011,0.49
3455,Saint Kitts and Nevis,2012,0.38
3456,Saint Kitts and Nevis,2013,0.32
3458,Saint Lucia,1991,0.0
3459,Saint Lucia,1993,11.5
3460,Saint Lucia,1994,8.3
3461,Saint Lucia,1995,8.1
3462,Saint Lucia,1996,8.7
3463,Saint Lucia,1997,8.8
3464,Saint Lucia,1998,6.8
3465,Saint Lucia,1999,3.8
3466,Saint Lucia,2000,5.0
3467,Saint Lucia,2001,4.4
3468,Saint Lucia,2002,7.7
3469,Saint Lucia,2003,2.5
3470,Saint Lucia,2004,0.9
3471,Saint Lucia,2005,1.5
3472,Saint Lucia,2006,0.9
3473,Saint Lucia,2007,0.0
3474,Saint Lucia,2008,0.1
3475,Saint Lucia,2009,1.37
3476,Saint Lucia,2010,0.81
3477,Saint Lucia,2011,1.07
3478,Saint Lucia,2012,0.75
3479,Saint Lucia,2013,0.57
3480,Saint Lucia,2014,0.83
3482,Saint Vincent and the Grenadines,1991,0.0
3483,Saint Vincent and the Grenadines,1995,2.5
3484,Saint Vincent and the Grenadines,1996,0.8
3485,Saint Vincent and the Grenadines,1997,2.3
3486,Saint Vincent and the Grenadines,1998,2.5
3487,Saint Vincent and the Grenadines,1999,10.5
3488,Saint Vincent and the Grenadines,2000,6.0
3489,Saint Vincent and the Grenadines,2001,6.9
3490,Saint Vincent and the Grenadines,2002,6.4
3491,Saint Vincent and the Grenadines,2003,3.4
3492,Saint Vincent and the Grenadines,2004,2.9
3493,Saint Vincent and the Grenadines,2005,1.5
3494,Saint Vincent and the Grenadines,2006,1.6
3495,Saint Vincent and the Grenadines,2007,0.2
3496,Saint Vincent and the Grenadines,2008,0.1
3497,Saint Vincent and the Grenadines,2009,0.4
3498,Saint Vincent and the Grenadines,2010,0.2
3499,Saint Vincent and the Grenadines,2011,0.3
3500,Saint Vincent and the Grenadines,2012,0.28
3501,Saint Vincent and the Grenadines,2013,0.18
3502,Saint Vincent and the Grenadines,2014,0.09
3504,Samoa,1991,4.0
3505,Samoa,1992,4.0
3506,Samoa,1993,4.0
3507,Samoa,1994,4.0
3508,Samoa,1995,4.4
3509,Samoa,1996,4.5
3510,Samoa,1997,4.5
3511,Samoa,1998,2.7
3512,Samoa,1999,6.4
3513,Samoa,2000,0.7
3514,Samoa,2001,2.3
3515,Samoa,2002,2.6
3516,Samoa,2003,0.2
3517,Samoa,2004,0.4
3518,Samoa,2005,0.2
3519,Samoa,2006,0.2
3520,Samoa,2007,0.2
3521,Samoa,2008,0.1
3522,Samoa,2009,0.2
3523,Samoa,2010,0.3
3524,Samoa,2011,0.29
3525,Samoa,2012,0.13
3526,Samoa,2013,0.11
3527,Samoa,2014,0.08
3529,San Marino,1991,0.5
3530,San Marino,2009,0.0
3531,San Marino,2010,0.0
3532,San Marino,2011,0.0
3533,San Marino,2012,0.0
3534,San Marino,2013,0.0
3536,Sao Tome and Principe,1990,2.5
3537,Sao Tome and Principe,1991,3.0
3538,Sao Tome and Principe,1992,4.1
3539,Sao Tome and Principe,1993,4.1
3540,Sao Tome and Principe,1994,4.1
3541,Sao Tome and Principe,1995,4.8
3542,Sao Tome and Principe,1996,4.3
3543,Sao Tome and Principe,1997,5.3
3544,Sao Tome and Principe,1998,3.9
3545,Sao Tome and Principe,1999,3.5
3546,Sao Tome and Principe,2000,4.0
3547,Sao Tome and Principe,2001,4.2
3548,Sao Tome and Principe,2002,4.4
3549,Sao Tome and Principe,2003,4.7
3550,Sao Tome and Principe,2004,4.1
3551,Sao Tome and Principe,2005,2.3
3552,Sao Tome and Principe,2006,1.7
3553,Sao Tome and Principe,2007,0.5
3554,Sao Tome and Principe,2008,0.3
3555,Sao Tome and Principe,2009,4.1
3556,Sao Tome and Principe,2010,0.2
3557,Sao Tome and Principe,2011,0.14
3558,Sao Tome and Principe,2012,0.13
3559,Sao Tome and Principe,2013,0.1
3561,Saudi Arabia,1991,0.0
3562,Saudi Arabia,1992,3850.0
3563,Saudi Arabia,1993,3515.2
3564,Saudi Arabia,1994,4989.0
3565,Saudi Arabia,1995,4444.0
3566,Saudi Arabia,1996,3662.6
3567,Saudi Arabia,1997,3027.9
3568,Saudi Arabia,1998,3207.9
3569,Saudi Arabia,1999,2194.7
3570,Saudi Arabia,2000,1942.5
3571,Saudi Arabia,2001,2055.1
3572,Saudi Arabia,2002,1926.4
3573,Saudi Arabia,2003,1476.0
3574,Saudi Arabia,2004,1604.4
3575,Saudi Arabia,2005,1145.4
3576,Saudi Arabia,2006,1612.6
3577,Saudi Arabia,2007,1615.8
3578,Saudi Arabia,2008,1643.6
3579,Saudi Arabia,2009,1648.9
3580,Saudi Arabia,2010,1611.4
3581,Saudi Arabia,2011,1780.16
3582,Saudi Arabia,2012,1943.29
3583,Saudi Arabia,2013,1440.33
3584,Saudi Arabia,2014,1448.13
3586,Senegal,1990,96.8
3587,Senegal,1991,868.9
3588,Senegal,1992,313.1
3589,Senegal,1993,801.9
3590,Senegal,1994,879.8
3591,Senegal,1995,855.9
3592,Senegal,1996,298.4
3593,Senegal,1997,244.0
3594,Senegal,1998,137.9
3595,Senegal,1999,121.8
3596,Senegal,2000,138.0
3597,Senegal,2001,120.0
3598,Senegal,2002,94.8
3599,Senegal,2003,74.9
3600,Senegal,2004,65.9
3601,Senegal,2005,57.6
3602,Senegal,2006,54.7
3603,Senegal,2007,46.6
3604,Senegal,2008,42.9
3605,Senegal,2009,39.8
3606,Senegal,2010,37.5
3607,Senegal,2011,36.14
3608,Senegal,2012,36.14
3609,Senegal,2013,7.7
3611,Serbia,1990,1448.8
3612,Serbia,1991,1198.8
3613,Serbia,1992,1079.0
3614,Serbia,1993,999.0
3615,Serbia,1994,868.0
3616,Serbia,1995,873.6
3617,Serbia,1996,927.2
3618,Serbia,1997,840.4
3619,Serbia,1998,551.7
3620,Serbia,1999,597.8
3621,Serbia,2000,357.4
3622,Serbia,2001,317.7
3623,Serbia,2002,384.9
3624,Serbia,2003,418.2
3625,Serbia,2004,297.4
3626,Serbia,2005,76.5
3627,Serbia,2006,244.3
3628,Serbia,2007,63.8
3629,Serbia,2008,88.0
3630,Serbia,2009,29.7
3631,Serbia,2010,7.8
3632,Serbia,2011,12.54
3633,Serbia,2012,10.95
3634,Serbia,2013,8.06
3635,Serbia,2014,8.03
3637,Seychelles,1990,3.5
3638,Seychelles,1991,4.4
3639,Seychelles,1992,5.5
3640,Seychelles,1993,11.2
3641,Seychelles,1994,3.8
3642,Seychelles,1995,4.0
3643,Seychelles,1996,2.4
3644,Seychelles,1997,3.0
3645,Seychelles,1998,2.7
3646,Seychelles,1999,1.6
3647,Seychelles,2000,0.9
3648,Seychelles,2001,0.8
3649,Seychelles,2002,166.1
3650,Seychelles,2003,1.1
3651,Seychelles,2004,0.5
3652,Seychelles,2005,0.4
3653,Seychelles,2006,0.6
3654,Seychelles,2007,2.3
3655,Seychelles,2008,0.6
3656,Seychelles,2009,1.4
3657,Seychelles,2010,1.3
3658,Seychelles,2011,0.93
3659,Seychelles,2012,1.01
3660,Seychelles,2013,0.55
3661,Seychelles,2014,0.43
3663,Sierra Leone,1990,102.5
3664,Sierra Leone,1991,100.1
3665,Sierra Leone,1992,97.4
3666,Sierra Leone,1993,91.2
3667,Sierra Leone,1994,86.0
3668,Sierra Leone,1995,84.2
3669,Sierra Leone,1996,111.5
3670,Sierra Leone,1997,106.2
3671,Sierra Leone,1998,101.1
3672,Sierra Leone,1999,92.9
3673,Sierra Leone,2000,90.3
3674,Sierra Leone,2001,105.7
3675,Sierra Leone,2002,84.4
